id,content,year
575,"McKenzie River near Leaburg, Oregon, within the perimeter of the Holiday Farm Fire which stands at around 170,000 acres as of September 17, 2020, and estimated 10% containment__no.0575, 2020. ",2020
576,"Aydar Lake near Darvoza in eastern Uzbekistan__no.0576, 2020.  #Asia",2020
577,"Klamath River at Grouse Creek and Little Humbug Creek in northern California. Within the boundaries of the Slater Fire, September 21, 2020__no.0577, 2020. #wildfires #Slaterfire",2020
578,"Arkansas River at Greenleaf Creek and Arrowhead Point is within the Cherokee Nation, comprising approximately 7,000 square miles in northeast Oklahoma and now delineated on Google Maps.—CNN Leah Asmelash, September 23, 2020__no.0578, 2020. #CherokeeNation",2020
579,"Verdigris River at Oolagah Lake, Cherokee Nation, northeast Oklahoma__no.0579, 2020. #CherokeeNation",2020
580,"Tenkiller Ferry Lake’s northern reaches, Cherokee Nation, northeast Oklahoma__no.0580. 2020. #CherokeeNation",2020
581,"Kaw River at Mill Creek and Nelson Island, Shawnee, Kansas__no.0581, 2020.",2020
582,"Amazon River north of Santarem, Para, Brazil, and of the confluence with the Tapajos River, a major tributary of the Amazon__no.0582, 2020.",2020
583,"Brazil’s Aripuana River features, at one point, Lagoa Araua and Lagoa Jatuarana Grande (lakes) running parallel to the river on either side. The Aripuana River is a tributary of the Madeira River which meets the Amazon River just east of the major city of Manaus__no.0583, 2020.",2020
584,"Roosevelt River at Isla Novo Destino, an island which splits and shapes the river and is the site of river rapids, experienced by Theodore Roosevelt and his team while exploring the river in 1914. (“River of Doubt” by Candice Millard, 2005)__no.0584, 2020. #RooseveltRiver #RioTeodoro #Brazil #TeddyRoosevelt #Riverofdoubt ",1914
585,"River rapids on the Roosevelt River in Brazil, confronted by Teddy Roosevelt and entourage in 1914. This is just north of the confluence with Rio Madeiranha. Current maps show what appears to be a makeshift adjacent air strip__no.0585, 2020. #RooseveltRiver #Brazil #RiverofDoubt #TeddyRoosevelt",1914
586,"Wolf Creek near Burlington, Kansas, is dammed to create Coffey County Lake, providing the water for the Wolf Creek Nuclear Power Generating Station__no.0586, 2020. ",2020
587,"Roosevelt River below the confluence with Rio Capitao Cardioso, Brazil. (Intense river rapids.)__no.0587, 2020. ",2020
588,"The Tapajos River at Brazil’s village of Alter do Chao, known as the “Caribbean in Brazil.” Because of the crystalline waters of the Tapajos River, the nearby city of Santarem has more than 62 miles of natural beaches, the last such beaches before the Tapajos joins the earthy waters of the Amazon River north of Santarem__no.0588, 2020.",2020
589,"The glacial waters of Oregon’s Zigzag River provide habitat to migrating Chinook and Coho salmon, steelhead and cutthroat. Waters flow from nearby Mount Hood__no.0589, 2020.",2020
590,"Roosevelt River in the State of Mato Grosso in Brazil. (see “River of Doubt” by Candice Millard, 2005.)__no.0590, 2020. ",2005
591,"Santa Catalina Island, south of Los Angeles: L.A. Times, October 25, 2020—“How the Waters off Catalina became a DDT dumping ground” …Hundreds of tons of DDT-laced sludge were dumped each month between 1947 and 1961. The orange dot is the site of the dumping. The irregular orange shape closer to shore is an already existing Superfund Site, yet to be cleaned up__no.0591, 2020. #California #SantaCatalinaIsland #SuperfundSite#watercontamination #LATimes",2020
592,"Cache la Poudre River, east of the Continental Divide in Colorado, has been a popular rafting/kayaking river depending on the water levels…Northeast of Cameron Peak, within the the boundary of the massive Cameron Peak Fire, October 2020.__no.0592, 2020. ",2020
593,"Passaic River at Newark, New Jersey, where, as of late September 2020, 15,000 of 18,000 miles of aging lead service pipes on private land have been replaced, with more to go in pursuit of safer drinking water for the city’s residents…“Simply put, there are no safe levels of lead”—Erik Olson, senior strategic director for Health at the Natural Resource Defense Council (NRDC)__no.0593, 2020.  #leadpipes #safedrinkingwater #replacingleadpipes",2020
594,"Lena River, one of the largest rivers in the world, empties into the Laptev sea on the northern coast of Russia. The Lena Delta Reserve is the most extensive protected wilderness area in Russia. The mouths of the rivers remain frozen throughout the year as they lie beyond the Arctic Circle.__no.0594, 2020.",2020
595,"Colorado River and unnamed lake northeast of Winding River Ranch and within boundaries of Colorado’s 190,000 acre “East Troublesome Fire,” west of Estes Park. Fall, 2020.__no.0595, 2020. #EastTroublesomeFire",2020
596,"Delaware River at New Jersey’s Solvay chemical plant at West Deptford…Philadelphia Enquirer, Nov. 11, 2020: “New Jersey sues chemical maker Solvay for evading responsibility for toxic pollution from West Deptford plant.”__no.0596, 2021. #chemicalsinthewater #watercontamination #Eastcoast",2020
597,"Williams Fork is a tributary of the Colorado River. The fall 2020 Williams Fork Fire burned over 14,000 acres as of October 22, 2020.__no.0597, 2021. ",2020
598,"Shadow Mountain Lake and Grand Lake in Colorado, on the boundary of the East Troublesome Fire, October 22, 2020. At nearly 200,000 acres, the fire was officially contained December 1, 2020.__no.0598, 2021.",2020
599,"The Pantanal is the world’s largest tropical wetland area, the world’s largest flooded grasslands. Mostly in the Brazilian state of Mato Grosso it extends into Bolivia and Paraguay. Extensive wildlife include jaguar and crocodile and hyacinth macaw, the world’s largest parrot. The region suffered extensive loss from fire in 2020.__no.0599, 2021. #Brazil #SouthAmerica #firedamage",2020
600,"Paraguay River in the vast Pantanal wetlands region of Brazil__no.0600, 2021. #SouthAmerica",2021
601,"Parque Nacional Los Glaciares, Santa Cruz Province, Argentina, represent the third largest ice field in the world. The majority of the almost 50 large glaciers have been retreating during the last 50 years due to warming temperatures according to the European Space Agency ESA__no.0601, 2021.  #risingtemperatures #EuropeanSpaceAgency ",2021
602,"Unnamed river beginning at Matorni on Baja California and flowing into the Gulf of California, north of Puertecitos__no.0602, 2021. #GulfofCalifornia #BajaCalifornia #PacificOcean  ",2021
603,"Lake Hattie Reservoir between Sheep Mountain and Laramie, Wyoming__no.0603, 2021.",2021
604,"New Zealand’s Whanganui River, in 2017, became the first river in the world to be considered a legal person, to be represented in court with two guardians appointed to speak on its behalf__no.0604, 2021.  #Maoripeople #sacredriver #riverpersonhood",2017
605,"Mississippi River bottoms near Wisconsin’s Merrick State Park on the Minnesota border__no.0605, 2021.",2021
606,"Colorado River north of Yuma, Arizona, at Imperial Dam…The All-American Canal begins at the Imperial Dam. The system includes a desilting plant with three basins each equipped to remove 70,000 tons of silt per day.  Annually, the canal delivers approximately 3.1 million acre-feet of water from the river to the nine cities and agricultural areas of the Imperial Valley, California__no.0606, 2020. #AllAmericanCanal #siltremoval #ImperialValley #California #agriculture",2020
607,"The Whanganui River meets the Tasman Sea on New Zealand’s western coast at Castlecliff__no.0607, 2021. #NewZealand",2021
608,"South Fork Salt River and other waters north of Mexico, Missouri, USA__no.0608, 2021.",2021
609,"La Grue Bayou, eastern Arkansas near the Mississippi River__no.0609, 2021. ",2021
610,"San Juan River at Waterflow, New Mexico, to the north, and Navaho Nation to the South__no.0610, 2021.",2021
611,"Monie Creek at Monie Bay in Maryland is within the Chesapeake Bay National Estuarine Research Reserve, an area where freshwater mixes with saltwater, crucial in the life-cycle of much of marine life__no.0611, 2021.",2021
612,"Nanticoke River north of Westmoreland Park, Maryland, on the Delmarva Peninsula__no.0612, 2021.",2021
613,"Chester River at Southeast Creek in Maryland, on the Delmarva Peninsula__no.0613, 2021.",2021
614,"Amazon River at Itacoatiara, a city and riverport in northwestern Brazil. The Amazon is the largest drainage system in the world in terms of the volume of its flow and the area of its basin__no.0614, 2021. #riversystem #rivervolume #riverbasin",2021
615,"Cambodia’s Tonle Sap River connects Tonle Sap Lake with the Mekong River. Annual fluctuation of the Mekong’s water volume, along with annual monsoon patterns, causes a unique flow reversal of the Tonle Sap River__no.0615, 2021. #Asia #MekongRiver ",2021
616,"The Amazon River region, vast and tropical, feeding our earth’s atmosphere with moisture, has seen rampant manmade deforestation in recent years__no.0616, 2021. #SouthAmerica #Amazonrainforest ",2021
617,"The Yazoo River lies east of the Mississippi River in Mississippi and in a major cotton-growing region, appropriate for this water-intensive crop__no.0617, 2021. ",2021
618,"Potomac River northwest of Washington, D.C., including “Calico Rapids” and Turkey Island__no.0618, 2021.",2021
619,"Potomac River at the John F. Kennedy Center for the Performing Arts in Washington, D.C.__no.0619, 2021.",2021
620,"Potomac River west of Carderock, Maryland, featuring Offutt, Hermit, Perry, Turkey, Vaso and Herzog Islands__no.0620, 2021.",2021
621,"Song Cai Phan Rang River delta, Vietnam, at the South China Sea__no.0621, 2021.",2021
622,"Grassy Lake and Duck Lake in Louisiana, southwest of Vicksburg, Mississippi__no.0622, 2021.",2021
623,"Southern end of the U.S. east coast Delmarva Peninsula at the Atlantic Ocean. The name Delmarva is derived from abbreviations for Delaware, Maryland and Virginia, all represented within the 170 mile long peninsula between Chesapeake Bay and Delaware Bay__no.0623, 2021",2021
624,"Potomac River between Harper’s Ferry, West Virginia and the Chesapeake and Ohio Canal National Historic Park in Maryland__no.0624, 2021.",2021
625,"Ganges River near Ballia, India__no.0625, 2021. ",2021
626,"Rapid Creek at Rapid City, South Dakota, is on the American Rivers “Most Endangered. Rivers of 2020” list because of risk from possible extraction mining for gold in the nearby Black Hills__no.0626, 2021.  #AmericanRivers #goldmining",2020
627,"The “Harris Chain of Lakes” north of Orlando, Florida, drain to the north toward St. John’s River and eventually the Atlantic__no.0627, 2021.",2021
628,"Oklawaha River, near the confluence with St. John’s River in Florida, is fed by 20 springs. It’s the heart of the Great Florida Riverway, dammed in 1968, and one of American Rivers Most Endangered Rivers, 2020.__no.0628, 2021.",1968
629,"Lake Velasco Ibarra in Equador at the “Central Hidroelectrica Marcel Laniado de Wind.”__no.0629, 2021.  #hydroelectricgeneration",2021
630,"Mississippi River at Buffalo City, Wisconsin__no.0630, 2021.",2021
631,"San Juan River delta (detail), north of Buenaventura, Colombia__no.0631, 2021.",2021
632,"Atrato River in northwest Colombia, South America__no.0632, 2021.",2021
633,"Orinoco River at the Atlantic, Venezuela__no.0633, 2021. #SouthAmerica",2021
634,"Dunes Creek and Lake Michigan at Indiana Dunes State Park__no.0634, 2021. #GreatLakes",2021
635,"Copper Harbor on Michigan’s Upper Peninsula at Keweenaw Peninsula, prior home to a burgeoning copper ore industry, locale of many shipwrecks on the reef surrounding this Lake Superior site__no.0635, 2021. #Michigan #GreatLakes ",2021
636,"Niger River Delta at Bille, a region where oil spills happen “with alarming regularity.” Years old charges against Royal Dutch Shell have resulted in compensation settlements for spills in the villages of Oruma and Goi, announced January 29, 2021, by international courts. Additional litigation continues__no.0636, 2021. #Africa #oilspills #oilcontamination ",2021
637,"Nun River and NIger River, at Akassa, Nigeria, on the Gulf of Guinea. “The Niger Delta is Africa’s most important oil-producing region and one of the most polluted places on earth”—Amnesty International__no.0637, 2021. #Africa #waterpollution #AmnestyInternational",2021
638,"Petorca River in central Chile is experiencing water scarcity problems throughout it’s basin from multiple causes, leading to intense water planning support into the future__no.0638, 2021. #SouthAmerica #waterscarcity",2021
639,"“Watermelon snow” such as found in the backcountry of Yosemite, gets its color from particular algal blooms. These watermelon-colored blooms speed the melt of alpine snowpacks—freshwater reservoirs for many cities—spelling drought later in the season. (“Watermelon Snow: Science, Art, and a Lone Polar Bear,” a 2020 publication by scientist and author Lynne Quarmby, professor of molecular biology at Simon Fraser University in British Columbia.)__no.0639, 2021. #watermelonsnow  ",2020
640,"Altamaha River in Georgia…An investment group of Swedish retail giant IKEA has acquired 10,840 acres of forestland near the Altamaha River Basin to protect the land and its diverse ecosystem from development.—CNN, January 31, 2021.__no.0640, 2021. #forestprotection",2021
641,"Kiski River (also “Kiskiminetas”) in western Pennsylvania, was once a dead river but for the first time in over 110 years a recent scuba survey found eight species of freshwater mussels, an encouraging sign into the river’s future__no.0641, 2021.  #riverrestoration",2021
642,"East River tributary near Georgia’s Dock Junction on the Atlantic coast__no.0642, 2021. #Georgia #Eastcoast",2021
643,"North Santee River at South Carolina’s coast including a section of the Southeast Coast Saltwater Paddling Trail (SECT) connecting Chesapeake Bay and the Georgia-Florida border__no.0643, 2021. #Eastcoast #SECT #paddlingtrail",2021
644,"Blackbeard’s Creek’s upper waters near Eulonia, on Georgia’s Atlantic coast__no.0644, 2021. #Georgia #Eastcoast",2021
645,"Congo River in Africa, at Mangroves National Park, a protected area and Ramsar wetland (“wetland of international importance”) in the Democratic Republic of the Congo. The region is notable for its mangrove forests which provide protection to the endangered manatee population situated at the mouth of the river__no.0645, 2021. #Africa #mangroves #Ramsarwetland #manatee",2021
646,"Lake of the Ozarks at Horseshow Bend, Treetops Village, in south central Missouri__no.0646, 2021. ",2021
647,"Ohio River, Robert C. Byrd Locks and Dam, a site previously proposed for a hydroelectric power plant in Gallipolis Ferry, West Virginia__no.0647, 2021.",2021
648,"Rhine-Mense estuary at the North Sea, The Netherlands, including the Grevelingenmeer, a closed off part of the estuary, serving as a recreational lake, and protection from flooding__no.0648, 2021. #Europe",2021
649,"Scheldt River and canals of Antwerp, Belgium__no.0649, 2021. #Europe",2021
650,"Scheldt estuary in The Netherlands including regions of saltwater from the North Sea transitioning to brackish water further inland (saltwater combining with fresh water)__no.0650, 2021. ",2021
651,"Dawhal river at Yemen’s east coastal town of Al Ghaydah on the Gulf of Aden and Arabian Sea. The river often runs dry depending on the time of year__no.0651, 2021. #Yemen #Mideast",2021
652,"Wadi Amaqin and Wadi Hada join at Mayfa’ah, Yemen…“Wadi is a valley or ravine, bounded by steep banks, which in the rainy season becomes a watercourse; found primarily in North Africa and the Middle East.”—mindat.org.__no.0652, 2021.",2021
653,"Niger River in north central Africa’s Mali, several miles south of Timbuktu, the ancient city where, in 2006, Gaddafi built a canal to bring water from the river but it only provides water 3 months out of the year. There no longer are trees, but lots of dust__no.0653, 2021.  #Africa",2006
654,"Indus River west of the Tarbela Dam in Pakistan, the largest earth-filled dam in the world, intended for water storage for Pakistan rather than power generation__no.0654, 2021.",2021
655,"West Branch Susquehanna River at Curwensville Lake Recreation Area in west central Pennsylvania__no.0655, 2021.",2021
656,"Susquehanna River and West Branch Susquehanna River at Northumberland, Pennsylvania. The Susquehanna flows 444 miles before emptying into Chesapeake Bay__no.0656, 2021. ",2021
657,"Susquehanna River at Harrisburg, Pennsylvania. There is a very wiggly creek which flows into the river from the west meeting the Susquehanna north of Wormleysburg__no.0657, 2021. #worm",2021
658,"Susquehanna River in Northumberland County, Pennsylvania__no.0658, 2021.",2021
659,"Missouri River at Tate Island near Bluffton, Missouri, and Grand Bluffs Conservation Area__no.0659, 2021.",2021
660,"Missouri and Osage Rivers at Smoky Waters Conservation Area, a woody wetlands area at the convergence of the two rivers and one of eight “units” along a 250 mile stretch of the Missouri to make up the Big Muddy National Fish and Wildlife Refuge. Clark’s Hill, where the rivers near each other in this DROP, marks an encampment by Lewis and Clark in 1804.__no.0660, 2021. #BigMuddyNationalFishandWildlifeRefuge #LewisandClark #ClarksHill",2021
661,"Missouri River just west of McBaine, Missouri__no.0661, 2021.",2021
662,"Caribbean at Cuba’s Cayo Anclitas, a portion of Jardines de la Reina (Gardens of the Queen) National Park encompassing a chain of 250 virgin coral and mangrove islands. It is Cuba’s first marine park and the largest no-take marine reserve in the Caribbean. It was named by Christopher Columbus to honor the Queen of Spain, Isabella I of Castile. (A “Cay” is a low bank of coral, reef, or sand.)__no.0662, 2021. #marinepark #coral #mangrove",2021
663,"Danube River, northeast of Gyor, Hungary, is the second longest river in Europe__no.0663, 2021. ",2021
664,"Danube River south of Bratislava, Slovakia, but on the Hungarian side of the levied river border in the Danube flood plains, a tourist attraction!__no.0664, 2021. #Europe",2021
665,"Vanuatu, a South Pacific Ocean nation, is made up of roughly 80 islands that stretch 1,300 kilometers. The islands offer scuba diving at coral reefs, underwater caverns…and shipwrecks. The Coral Sea lies between Vanuatu and Australia__no.0665, 2021. ",2021
666,"Mele Bay at the South Pacific island-nation of Vanuatu where the bay waters lap against the shoreline of the capital city Port Vila on the island of Efate__no.0666, 2021. ",2021
667,"Yamuna River in India, originates from the Yamunotri Glacier at a height of just under 21,000 feet in the lower Himalaya. The river is worshipped as a Hindu goddess who, in Hindu scriptures, is the daughter of Surya, the sun god, and Sandhya, the dusk goddess__no.0667, 2021. #Asia #glacierfedriver #riverasgoddess #Hinduscriptures #Himalaynmountains ",2021
668,"Yamuna River, north of New Delhi, India, between the glacial source further to the north and the heavily populated city which relies on the river for more than 70% of its water supply__no.0668, 2021.  #riveraswatersupply",2021
669,"Yamuna River, south of New Delhi, India, on its 855 mile journey toward the Ganges River__no.0669, 2021.",2021
670,"Kaveri River (Cauvery River) at the Arkavathi River, in India, is south of Bangalore, India, and the primary watersource, forcing the fast-growing “tech” city to develop plans to build one million wells throughout Bangalore__no.0670, 2021. #riveraswatersupply",2021
671,"San Francisco Bay at the Chevron Richmond refinery oil spill into the bay of an estimated 600 gallons, February, 2021.__no.0671, 2021. #California #Pacificcoast #oilspill #Chevron ",2021
672,"Mississippi River at Ameren Corporation’s Sioux Energy facility outside of St. Louis. Ameren is charged with ongoing violation of the Clean Water Act due to continuing and ongoing unpermitted discharges into the river of toxic coal ash pollutants. Coal ash, a by-product of burning coal, contains multiple contaminants including mercury, boron, sulfate, cadmium, lead and arsenic. February, 2021.__no.0672, 2021. #CleanWaterAct #watercontamination #toxicminerals",2021
673,"Imuruk Basin waters empty into the Bering Strait from Alaska’s Seward Peninsula. “Graphite Creek” adjacent to this region is the location for a quarry-like operation possibly gaining approval in Spring, 2021, to mine for graphite, a “tech metal essential to the U.S. economy. “U.S. Government gives high priority status to Graphite One’s Alaskan project”—mining.com, February 3, 2020.__no.0673, 2021.  #BeringStrait",2021
674,"Kuskokwim River at Stony River, inland on Alaska’s Seward Peninsula. This tiny town of Stony River hosts a U.S. Postal Service facility while the next river town to the west appears to have an airstrip and the next an airport!__no.0674, 2021. #Alaska #remoterivertowns",2021
675,"Cheat River at Muddy Creek, north of Albright, West Virginia. “A mine blowout sending millions of gallon of acidic drainage into Cheat River”—WVNews, March 5, 2021__no.0675, 2021.  #waterpollution",2021
676,"Connecticut RIver at the Passumpsic River, barely in New Hampshire on the border with Vermont, and downriver from the Connecticut River Reservoir’s Comerford Dam, an “International Style” concrete dam__no.0676, 2021. ",2021
677,"The Sea of Cortez, also known as the Gulf of California, meets the Pacific Ocean at the tip of the Baja Peninsula in Cabo San Lucas, here at “Land’s End.”__0677, 2021. #Mexico #Pacificoast ",2021
678,"Fly River and a wiggly tributary on the Indonesia side of the border with Papua New Guinea__no.0678, 2021.",2021
679,"Bruarfoss Waterfall, “Iceland’s bluest waterfall,” in the southern part of Iceland, is fed by the Bruara River which is glacier melt from Langjokull glacier. The amazing color is caused by minerals in the water__no.0679, 2021.  #glacierwater #bluewaterfall",2021
680,"Peruvian Chicama waves, off the South Pacific northern Peruvian coast, offer “the longest, the most perfect left breaking wave in the world”— amusingplanet.com,  September 10, 2016.__no.0680, 2021. #Peru #Chicamawaves #Pacificcoast #surfing #waves ",2016
681,"Bonnevile Salt Flats (Pleistocene Lake Bonneville) is the largest of many salt flats located west of the Great Salt Lake in Utah and known for land speed records at the “Bonneville Speedway.” The canals throughout the flats carry mineralized water causing an unnatural blue color__no.0681, 2021. #BonnevilleSpeedway",2021
682,"Great Salt Lake is the largest inland body of water on the Pacific flyway, a critical habitat for migrating birds. Water diversion is causing the lake to shrink significantly….The monumental earthwork Spiral Jetty (1970) was created by Robert Smithson out of black basalt  rocks and earth gathered from the site. The walkable landmark is a 15 feet wide coil stretching 1500 feet into the lake, although the seasons determine whether it may be uncovered or totally covered with water__no.0682, 2021. #Utah #Pacificflyway #birdmigration",1970
683,"New River Gorge National Park at Sandstone Falls Beach, in southern West Virginia, in the Appalachian Mountains, dates back to the days of the Pangea. The river has 53 miles of free-flowing whitewater__no.0683, 2021.",2021
684,"The New River becomes the Kanawha River at the Gauley River, all in West Virginia__no.0684, 2021.",2021
685,"West Virginia’s wide and turbulent Kanawha Falls present a natural barrier to migration, leading to many aquatic species above and below the falls being genetically distinct from one another—EcoWatch 3-16-2021.__no.0685, 2021. #WestVirginia",2021
686,"Glaze Creek, a tributary of Ouachita River in far southern Arkansas, near the Louisiana border__no.0686, 2021.",2021
687,"Bayou Bartholomew, the longest bayou in the world, begins near Pine Bluff, Arkansas, before slowly winding south into Louisiana, living up to the definition of bayou, a sluggish marshy stream__no.0687, 2021.",2021
688,"LaGrue Bayou within the White River National Wildlife Refuge in eastern Arkansas__no.0688, 2021. #",2021
689,"Tupelo Gum Pond, north of Maumelle, Arkansas, is an ancient sinkhole pond, swamp and marsh featuring water tupelo, a tree species normally found in the Mississippi Delta__no.0689, 2021. #sinkholepond ",2021
690,"New York/New Jersey Bight, proposed location for an offshore wind farm to supply energy to the region__no.0690, 2021.  ",2021
691,"Straits of Florida at Boot Key, a 1,100 acres mangrove island protected from development since 2011 by NOAA’s Coastal and Estuarine Land Conservation Program. The island plays a pivotal role in the functioning of the overall ecosystem of the Florida Keys, supporting many migratory birds and endangered species__no.0691, 2021.  #Florida #FloridaKeys #mangroves #NOAA ",2011
692,"Florida Everglades, inland at Wood River and “Camp Lonesome” in the southwest region__no.0692, 2021. #GulfofMexico",2021
693,"Cormorant Pass into Whitewater Bay in Florida’s Everglades National Park__no.0693, 2021.",2021
694,"Ponce de Leon Bay in southern Florida Everglades__no.0694, 2021.",2021
695,"Everglades inland waters within Everglades National Park, north of West Lake Mangrove Trail, southwest Florida__no.0695, 2021.",2021
696,"The Norwegian Sea at Rostlandet, a remote municipality on a very low and marshy island where the highest point only reaches 11 metres above sea level__no.0696, 2021. #Norway #Europe #island #sealevel",2021
697,"West Rosebud Creek and Dempster Ditch at Fishtail, Montana, on the way to Tippet Rise Art Center__no.0697, 2021.",2021
698,"Yellowstone River at Custer, Montana__no.0698, 2021.",2021
699,"North Fork Flathead River in Glacier National Park, Montana, avoided a 1943 proposed damming by the Army Corps of Engineers. These waters ultimately feed into the Columbia River and the Pacific Ocean__no.0699, 2021.",1943
700,"Rio Grande River in the San Luis Valley high mountain desert of southern Colorado where they average 7 inches of rainfall annually and hope for snowpack in the neighboring mountains__no.0700, 2021.",2021
701,"Nile River in Egypt marks the border between Cairo and Giza. (“Rivers define us.”)__no.0701, 2021. #Africa",2021
702,"The Suez Canal separates the continents of Africa and Asia, and connects the Mediterranean Sea to the Red Sea to the south saving ships a much longer trip around Africa__no.0702, 2021. ",2021
703,"Girwa River in far western Nepal where Islands are important nesting grounds for terns, and dolphin have been spotted throughout the region__no.0703, 2021. ",2021
704,"Lake Baikal is an ancient, massive lake in Russia’s Siberia. Considered the deepest lake in the world, it is located in an active continental rift zone and could grow wider and deeper in the future__no.0704, 2021.",2021
705,"Waters in a mountain valley in southern Kyrgystan, a country in central Asia__no.0705, 2021.",2021
706,"Zavkhan River at Mongolian Sands in western Mongolia__no.0706, 2021. #Asia",2021
707,"Kara Sea at Severnaya Zemla Archipelago in far northern Russia. The southern “Bolshevik Island” is a jumping off point for Arctic exploration__no.0707, 2021.",2021
708,"Kennebec River at Sebasticook River in Maine. The Kennebec “has what’s regarded as the largest and best salmon habitat in the state”…but four dams stand in the way of fish trying to get upstream. (The Atlantic coast has just one species of salmon.)__no.0708, 2021. #Atlanticcoast",2021
709,"River Salsa at the Atlantic, north of Canavieras, Brazil__no.0709, 2021.",2021
710,"Mack Mesa Lake, within Highline Lake State Park in western Colorado is being emptied to remove all fish after the invasive and predatory Northern Pike was illegally introduced into the waters. Other native species will be reintroduced as the lake is refilled. (April, 2021)__no.0710, 2021.  #invasivefish",2021
711,"The Verde River near Clarkdale, Cottonwood, and Camp Verde, Arizona, is surrounded by quickly increasing numbers of ground water wells, reducing the river flow as the region gets warmer__no.0711, 2021. #Arizonagroundwater ",2021
712,"Rio Pichoy north of Valdivia, Chile, feeds into the Cruces River and the Pacific__no.0712, 2021.  #SouthAmerica",2021
713,"The Parana River flows into Lake Itaipu on the border between Brazil and Paraguay__no.0713, 2021. #SouthAmerica",2021
714,"Waters of Rio Angachilla at Valdivia, Chile, on the Pacific San Ramon peninsula, where there’s value in the wetlands for their biodiversity and the oxygenation that takes place in the waters__no.0714, 2021. ",2021
715,"Between the Pacific Ocean and Chile’s Moraleda Channel lies the Guaitecas Archipelago made up of more than 40 islands. (Many species of whale and dolphin here!)__no.0715, 2021. 716.  Water reservoir north of Doce River, west of Linhares, Brazil__no.0716, 2021. ",2021
716,,
717,"Migratory songbirds visit the Block Island National Wildlife Refuge 13 miles off the coast of Rhode Island. About 40 percent of the island is set aside for conservation__no.0717, 2021. #eastcoast",2021
718,"Nantucket Sound at Barnstable, Massachusetts on Cape Cod, where the onshore substation for the Vineyard Wind Project will connect to cables from windturbines projected to be built and to begin producing electricity by 2023.__no.0718, 2021. #offshorewindturbines",2023
719,"Snake River and Weary River near Dillingham, Alaska__no.0719, 2021. #Alaska",2021
720,"Kobuk River configuration, Kobuk Valley National Preserve in the arctic region of northwestern Alaska. The park was designated in 1980 to preserve the 100 foot high Great Kobuk sand dunes and the surrounding area which includes caribou migration routes__no.0720, 2021. #sanddunes #caribou",1980
721,"Lake Bunyonyi in southwest Uganda features many picturesque islands, many bird species, and waters safe for swimming__no.0721, 2021. #Africa",2021
722,"Lake Mead at Hoover Dam on the Colorado River is the country’s largest reservoir. On May 27 2021, AZ Central reported: “Water levels are nearing the lowest point since Lake Mead was filled. One of the driest 22-year periods in centuries is colliding with the river’s chronic overuse.”__no.0722, 2021. #Arizona #Nevada #waterloss  ",2021
723,"Sanaga River, near Songmbengue, Cameroon, in Africa. The water has a strong red cast due to minerals in the surrounding land__no.0723, 2021. #Red",2021
724,"In the Mediterranean Sea, the Balearic island of Formentera, off the coast of Spain, is surrounded by Posidonia oceanic grass, “neptune’s grass,” which soaks up carbon, acting as “the lungs of the Mediterranean.” Just one square meter of this seagrass produces as much oxygen as a hectare (2.471 acres) of the Amazon rainforest__no.0724, 2021. #carbonsink ",2021
725,"The Sanaga River at Mouanka, Cameroon, and the Douala-Edea Reserve, feature tropical lowland equatorial forest and mangrove forests. Animal poaching is widespread. This is near the vast Gulf of Guinea__no.0725, 2021. #Africa ",2021
726,"Volta River near Aatimpoku, Ghana, and downstream (south) of the Akosombo Dam__no.0726. 2021. #Africa",2021
727,"Bayou Contraband runs through Lake Charles, Louisiana, and empties into Prien Lake. It is so named because of the legendary pirate John Lafitte who reputedly hid his contraband somewhere along the shores of the bayou__no.0727, 2021. ",2021
728,"Waters between Grand Lake and White Lake near the Rockefeller Wildlife Refuge on Louisiana’s gulf shore__no.0728, 2021. #GulfofMexico",2021
729,"Salt River…Here, the Salt Gila Pumping Station east of Phoenix, part of what is now known as the Fannin-McFarland Aquaduct, is itself part of the CAP (Central Arizona Project) diverting Colorado River water into central and southern Arizona__no.0729, 2021.#Aquaduct #CAP #waterdiversion #ColoradoRiverwater",2021
730,"Salt River in Phoenix, Arizona. Early June 2021 satellite imagery shows the river to be dry in many places as the region confronts a likely extended serious drought__no.0730, 2021. ",2021
731,"Gila River and Salt River converge in west Phoenix, Arizona__no.0731, 2021. ",2021
732,"Colorado River at Gila River, Yuma, Arizona__no.0732, 2021.",2021
733,"The Morelos Dam, Yuma, Arizona, is the final dam on the Colorado River, providing Mexico the opportunity to divert its allotted water from the river to highly developed croplands in the Mexicali, Mexico, valley__no.0733, 2021. #waterdiversion",2021
734,"Lake Michigan rainwater samples contained toxic PFAS chemicals at levels between 100 to 400 parts per trillion (ppt). For comparison, the U.S. EPA’s ”safe” limit for drinking water—not rainwater— is 70 ppt. Commonly referred to as “forever chemicals, ”exposure to PFAS chemicals can cause reproductive, liver, kidney, and reproductive damage in laboratory animals. —Jena Brooker for GRIST, June 9, 2021__no.0734, 2021. #GreatLakes #chemicalsinrainwater #PFASchemicals #toxicchemicals #watercontamination",2021
735,"Smith River, a tributary of the Missouri River, in Montana, would be heavily impacted by the proposed Black Butte Copper Mine north of White Sulfur Springs__no.0735, 2021.",2021
736,"Pescadero Creek and Butano Creek converge at Pescadero State Park west of San Jose, California__no.0736, 2021. #Pacificcoast",2021
